name|address|comment|comment_rate
Domino's Pizza Paris 20 - Avron|71 Rue d'Avron, 75020 Paris|"Bonjour Fakhri,

Merci de votre retour concernant votre dernière commande. Nous sommes vraiment désolés que votre pizza Margherita  ait été huileuse. :(
Nous allons remonter au plus vite votre commentaire afin que l'équipe soit beaucoup plus vigilante en production.

Au plaisir de vous revoir,
L'équipe de Paris 20"| 5 étoiles 
Domino's Pizza Paris 20 - Avron|71 Rue d'Avron, 75020 Paris|Pour 6 € vous avez que la pâte 0 ingrédients| 5 étoiles 
Domino's Pizza Paris 20 - Avron|71 Rue d'Avron, 75020 Paris|"Bonjour,

Merci de votre retour concernant votre dernière commande. Nous sommes vraiment désolés que la qualité de nos pizzas n'ait pas été à la hauteur de vos attentes. Nous allons remonter au plus vite votre commentaire afin que l'équipe soit beaucoup plus vigilante en production.

Au plaisir de vous revoir,
L'équipe de Paris 20 Avron"| 1 étoile 
Domino's Pizza Paris 20 - Avron|71 Rue d'Avron, 75020 Paris|"Ne prennent pas correctement les commandes.
Très déçue"| 5 étoiles 
Domino's Pizza Paris 20 - Avron|71 Rue d'Avron, 75020 Paris|"Bonjour Yvette,

Nous sommes réellement navrés de ne pas avoir été à la hauteur de vos attentes lors de la prise de commande. Nous ne manquerons pas de remonter votre avis à l'équipe afin de nous améliorer.

Nous espérons vous revoir très vite,
L'équipe de Paris 20 Avron"| 1 étoile 
Domino's Pizza Paris 20 - Avron|71 Rue d'Avron, 75020 Paris|| 1 étoile 
Domino's Pizza Paris 20 - Avron|71 Rue d'Avron, 75020 Paris|La sauce de la pizza est ultra sucré, le jambon est ultra salé, la pâte est sableuse et pas volumineuse, ces pizzas sont très loin du goût et de la texture des pizzas traditionnelles. J'aurais mit 1/5, mais le personnel est super, il est rapide, il est drôle et compétent, ils sont hélas obligés de travailler avec ces ingrédients pourris 😥| 5 étoiles 
Domino's Pizza Paris 20 - Avron|71 Rue d'Avron, 75020 Paris|"Bonjour Rudi,

Merci de votre retour concernant votre dernière commande. Nous tenons à vous remercier des compliments envers notre équipe et nous sommes vraiment désolés que la qualité de nos pizzas n'ait pas été à la hauteur de vos attentes. Nous allons remonter au plus vite votre commentaire à l'équipe afin de nous améliorer.

Au plaisir de vous revoir,
L'équipe de Paris 20 Avron"| 5 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|Le métro Pyrénées est proche mais nous sommes bien derrière les Alpes quand nous entrons dans ce restaurant . Grand choix de pizzas délicieuses et les plats sont généreux . Si vous ne prenez pas de vins des bières italiennes sont également disponibles . Seul hic l’hyperactivité du serveur qui ne nous laisse pas finir nos phrases , il doit être plus adepte du Red Bull que du limoncello ! Ceci n’affectera pas notre bonne soirée entre amis.| 4 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|| 5 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|| 5 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|"Je viens depuis l'ouverture et c'est toujours aussi bon et de qualité.
Pizza et Pâtes excellente je recommande fort c'est un des meilleurs italiens du XIX."| 5 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|"Très bonne cuisine napolitaine ! Nous avons pris Arancini, linguine al calamari et pizza calzone accompagnés de 2 verres de vin et un café. 56 euros : Excellent rapport qualité-prix !
Les pâtes sont fraîches, la pizza était divine. En prime, un super service 😊 !"| 5 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|"(Traduit par Google) Ma pizzeria préférée à Paris

Ma pizzeria préférée à Paris

(Avis d'origine)
My favorite pizzeria in Paris

Mi pizzería favorita en Paris"| 5 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|"Rapide, efficace et aimable.
La pizza, une tuerie et les pâtes,un régal.
Très copieux : même mon fils pastavore a calé sur les pâtes fraîches."| 5 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|"Il y a beaucoup de monde,   il faut mieux réserver mais l'équipe est à vos petits soins.
Très bon, abordable question prix. Les pizzas sont excellentes, un peu de bruit, certes, mais on y va aussi pour la convivialité."| 5 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|Nous passons toujours un excellent moment lors de nos repas chez il posto, aussi bien grâce l'accueil que le repas ☺️| 5 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|Excellent! Merci!| 5 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|Ambiance chaleureuse, belle décoration et pizza relativement bonne, menu moins cher conseillé par le serveur c'est très appréciable, je recommande pour une envie de pizza !| 4 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|"(Traduit par Google) Bonne pizza et le personnel est très gentil

(Avis d'origine)
Buona la pizza, e il personale è molto gentile"| 4 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|"Très bonne expérience. Service souriant et agréable. Plats vraiment a l'italienne, bons vins blancs, entrées bonnes.
Portions généreuses et lieux propres."| 5 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|"(Traduit par Google) Très bon restaurant plats savoureux nous avons commandé 4 pizzas et pâtes tout était bien fait et savoureux.
Bien recommandé

(Avis d'origine)
Very good restaurant tasty dishes we have ordered 4 Pizza and pasta all was well made and tasty.
Well recommended"| 5 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|"(Traduit par Google) Bon et amical

(Avis d'origine)
Bravi e cordiali"| 5 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|"(Traduit par Google) Excellent! Nous avons eu les calamars frits, l'arancino aux truffes et deux pizzas, toutes très bonnes.
Service vraiment sympathique et rapide malgré le restaurant plein!

(Avis d'origine)
Excellente ! Abbiamo preso i calamari fritti, l'arancino al tartufo e due pizze, tutto buonissimo.
Servizio davvero cortese e veloce nonostante il ristorante fosse pieno!"| 5 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|| 5 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|| 4 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|Très bonne pizza, et le tiramisu est particulièrement bon| 5 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|| 4 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|Une des meilleures pizza de Paris. La pâte est incroyable, les produits sont de très bonne qualité| 5 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|Nous avons partagé une table de 4 en terrasse, les pizza sont bonnes, grosse préférence pour celle qui contient du fromage dans la pâte. L'idée est sympa. Nous avons apprécié le moment| 4 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|| 5 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|"(Traduit par Google) Ils nous ont très bien traités même en arrivant moins d'une heure avant la fermeture et sans réservation. Les pizzas sont très bonnes et les ingrédients sont frais et de bonne qualité. Nous avons choisi le robbi, qui se présente sous la forme d'un carré avec les bords farcis au fromage, et le capricieux, qui a l'air très bon. Nous répéterons sans aucun doute!

(Avis d'origine)
Nos atendieron muy bien incluso llegando con menos de una hora antes de que cerraran y sin reserva. Las pizzas están muy buenas y los ingredientes son frescos y de buena calidad. Elegimos la robbi, que viene en forma cuadrada y con los bordes rellenos de queso y la caprichosa con muy buena pinta. Repetiremos sin duda!"| 5 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|Equipe très sympa, lieu agréable et bonne pizza. Je recommande !| 5 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|très bonnes pizzas mais resto un peu bruyant| 4 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|| 3 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|Les pizzas napolitaines sont biens garnis et l'équipe et souriante !| 5 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|"Changement de carte nous a déçu déçu un peu.Les boulettes à la mozzarella sont été changées pour la boulettes à la  ricotta pas de tout croustillantes .. c’est dommage! Les pizzas que nous avons choisis deux de trois étaient pas intéressants et un peu  fades.
Nous aimons cet endroit depuis des années mais nous étions un peu déçues lors de notre dernier passage.
Vive la traduction dans la restauration."| 3 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|Pizza au top| 4 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|Bonne pizza avec un service agréable !| 4 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|J’y vais très souvent et c’est toujours très bon. Restaurant où les pâtes sont aussi bonne que les pizzas !| 5 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|| 5 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|Très bonnes pizzas| 5 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|Service agressifs| 2 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|"(Traduit par Google) Superbe. Tout était excellent : le vin, la burratina, la pizza diavoletta et le tiramisu - qui en nourrit 3 en fait. Le prix était correct.

(Avis d'origine)
Superb. Everything was excellent: the wine, the burratina, the pizza diavoletta and the tiramisu - which feeds 3 actually. Price were decent."| 5 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|super! la pizza est très bonne et le service impeccable !! il faut goûter le tiramisu| 5 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|| 5 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|"(Traduit par Google) J'ai visité ce restaurant pour la première fois et j'étais tellement submergé par la nourriture que j'ai dû venir le lendemain. J'ai commandé des spaghettis carbonara et ils étaient les meilleurs que j'ai jamais eu dans un restaurant. Pas de crème supplémentaire, juste des œufs battus à la perfection avec du guanciale, vous obtenez donc l'original. Le lendemain, j'ai essayé une pizza de style neapol avec du fromage stracciatella et c'était littéralement parfait. La pâte était salée et moelleuse, la sauce marinara était bien assaisonnée et le fromage était d'une superbe qualité! Je recommande vivement cet endroit au cas où vous voudriez essayer la cuisine italienne à Paris.

(Avis d'origine)
Visited this restaurant for the first time and I was so overwhelmed by the food, that I had to come next day. Ordered spaghetti carbonara and they were the best I have ever had in a restaurant. No additional cream, just whisked eggs to perfection with guanciale, so you get the original one. On the next day, I tried neapol style pizza with stracciatella cheese and it was literally perfect. The dough was salty and fluffy, marinara sauce was well seasoned and the cheese was of superb quality! Definitely recommend this place in case you want to try italian cuisine in Paris."| 5 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|"(Traduit par Google) Excellente pizzeria, j'oserais dire mieux que beaucoup de pizzerias en Italie ! Personnel vraiment gentil et courtois, vraiment recommandé pour ceux qui aiment la pizza napolitaine

(Avis d'origine)
Ottima pizzeria, oserei dire meglio di tante in pizzerie in Italia! Personale davvero gentile e cortese, davvero consigliato per chi ama la pizza napoletana"| 5 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|Très bon restaurant les pizzas sont très bonnes les pâtes aux calamars ainsi que les desserts| 5 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|| 5 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|Très bon restaurant italien ; pizzas excellentes et très bon tiramisu en dessert !| 5 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|| 5 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|Bonnes pizze : copieuses avec de bons éléments de garniture. Service rapide, beaucoup de monde.| 4 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|"(Traduit par Google) Super pizza et vin. J'y suis allé avec ma famille et nous avons chacun eu une pizza différente. Tout le monde a adoré le leur et nous n'avons rien à redire sur la nourriture. Le service n'était pas sympathique mais c'était une soirée bien remplie et chaque table était occupée, donc je ne les blâme pas vraiment. Je reviendrais certainement.

(Avis d'origine)
Great pizza and wine. I went with my family and we each got a different pizza. Everyone loved theirs and we had no complaints on the food. The service was not friendly but it was a busy evening and every table was occupied so I really don't blame them. I'd definitely visit again."| 4 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|Super pizza à l'aubergine !!| 5 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|"La pizza du chef : la ROBBI est incroyable ! Très fournie et bien copieuse 🥇
La qualité est vraiment là. À refaire."| 5 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|| 4 étoiles 
Il Posto|356 Rue des Pyrénées, 75020 Paris|Très bonnes  Pizzas et les pates sont excellentes aussi....Tous les produits sont frais. Endroit sympathique et prix raisonnable. Bon accueil. A recommander dans le quartier du village jourdain.| 4 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|Bonne restauration, mais un peu trop cher...| 3 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|Lieu Accueillant et très bonne cuisine italienne| 5 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|"(Traduit par Google) Si vous voulez déguster une pizza ""à la pointe de la technologie"" à Paris, il n'y a pas d'autre endroit !! Luigi est vraiment un magicien de la pizza !! De plus, Vanessa peut vous recommander les excellentes pâtes al dente avec des recettes expertes de la cuisine traditionnelle italienne et sicilienne ! Bref, Pizza Clip permet de profiter des beautés de Paris, sans renoncer à la cuisine italienne... la vraie !! L'accueil de ""Oncle Lillo"" est très chaleureux. A ne pas manquer pour ceux qui partent en vacances à Paris !

(Avis d'origine)
Se vuoi gustare una pizza ""a regola d'arte"" a Parigi non c'è altro posto!! Luigi è veramente un mago della pizza!! Inoltre Vanessa ti può consigliare l'ottima pasta al dente con sapienti ricette della cucina tradizionale italiana e siciliana! Insomma, Pizza Clip ti consente di goderti le bellezze di Parigi, senza rinunciare alla cucina italiana...quella vera!! Cordialissima l'accoglienza dello ""zio Lillo"". Da non perdere per chi va in vacanza a Parigi!"| 5 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|"(Traduit par Google) Des trucs très sympas et sympathiques. Pizzas super sympas. Voyagez beaucoup en Europe ! Félicitations - incroyable pizza italienne à Paris !! Merci les gars

(Avis d'origine)
Very nice and friendly stuff. Super nice Pizza. Travel a lot in europe! Congrats - amazing Italian Pizza in Paris!! Thanks guys"| 5 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|Très bonne petite pizzeria familiale !| 4 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|Pizzaria sans prétentieux, à la déco kitsch à souhait, mais les pizzas sont délicieuses et le tiramisu maison est à tomber. Jolie découverte.| 5 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|| 5 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|| 5 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|Tres bonne pizzas ! Je me suis regalé.| 5 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|Accueil sympathique dans une rue calme et charmante, service rapide; la pizza tartufata était bonne et le tiramisu excellent !| 5 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|| 5 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|"Excellent Restaurant familial.
Je conseille la calzone ricotta !"| 5 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|"Probablement la meilleure pizzeria du quartier. Les pizzas sont excellentes,  le service très chaleureux.
Les desserts fait maison sont également très bons.

De retour 6 ans après c'est toujours au top !"| 5 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|Très bonne adresse. Nous avons très bien mangé et l'accueil est chaleureux. Tout près du métro gambetta.| 5 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|"(Traduit par Google) Très très bonne pizza, les gars du personnel (la famille propriétaire) tous très gentils et très gentils. Nous pouvons facilement donner une excellente critique sur tous les fronts. Nous nous sommes sentis choyés. On reviendra certainement.

(Avis d'origine)
Pizza molto molto buona, i ragazzi dello staff( la famiglia proprietaria) tutti dolcissimi e gentilissimi. Noi possiamo dare tranquillamente un ottima recensione su tutti fronti. Ci siamo sentiti coccolati. Ci torneremo sicuramente."| 5 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|| 5 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|"(Traduit par Google) Bien

(Avis d'origine)
Good"| 5 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|"Première fois pour nous ,
Nous avons été conquis c est  exceptionnelle"| 5 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|Typique et service très souriant. Delisiozo 😋| 5 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|| 4 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|"Restaurateurs vraiment adorables et arrangeants. Un accueil charmant.
En revanche, les plats ne sont pas de qualité : pâtes pas fraîches, lardons du commerce, fromage industriel.
Comme à la maison, mais en moins savoureux."| 3 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|Super pizzeria ! Déjà 5 fois que j'y vais, et je ne suis pas déçu. Un super rapport qualité/prix.| 5 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|Lieu agréable et très bon accueil| 4 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|Bonnes pizzas avec une garniture suffisante à mon goût (j'aime quandil y en a beaucoup...). J'ai testé à emporter et elles sont resté chaudes pour les 15 min de trajet. Je préfère les pâtes un peu plus fines d'où l'étoile en moins, mais c'est rès bon.| 4 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|| 5 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|| 5 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|| 5 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|Accueil très sympathique par la sémillante Vanessa, ambiance simple et sans chichi, du cœur dans l'assiette, une bonne cantine sicilienne. N'hésitez pas à appeler 2-3 jours avant si vous voulez des plats hors carte (genre vous revenez de Sicile et votre estomac est encore là-bas...), ils ont du répondant. En dessert, le semifreddo avec crème de pistache a mis toit le monde d'accord ! La carte gagnerait à s'enrichir en vins, au-delà du Corvo.| 5 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|je n ai pas mangé de pizza..donc je ne peux  pas donner mon avis.  Toutefois J ai demandé des pennes à l arrabiatta...Mon Dieu!!!! des pâtes pas cuites, et la sauce!!! et ben celles des pizzas...  (rouge et sucrée) tellement pratique...parce que cuisiner ds...un restaurant c'est trop difficile....je soupçonne même de Larissa bref j ai renvoyé l'assiette en cuisine..et m on m'a demandé 20 euro.....PLUS JAMAIS| 1 étoile 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|Mauvaise fois car nous nous utilisons pas de Larissa pour la l’arrabbiata en plus vous souhaitez manger en 10 minutes car vous étiez pressé. Je vous avez proposé de les refaire moins piquante et vous avez refusé. Vous croyez que nous travaillons gratuitement? C’est facile de mettre un mauvais commentaire. Je vois que vous avez rien à faire de votre vie.| 4 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|"Trattoria sicilienne familiale.
Ambiance sympathique.
Plats bien élaborés et suffisamment copieux.
Tout simplement bon"| 4 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|"(Traduit par Google) Excellentes pâtes, service amical, prix raisonnable

(Avis d'origine)
Excellent pasta, friendly service, reasonably priced"| 1 étoile 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|"(Traduit par Google) Soi-disant restaurant italien mais ce n'est pas le cas le chef vient d'Afrique donc malheureusement la nourriture n'a pas du tout le goût italien s'il vous plaît n'y allez pas

(Avis d'origine)
Angeblich italienische Restaurant aber das ist nicht den Fall der Koch kommt aus Afrika so schmeckt das Essen leider und gar nicht italienische bitte gehe nicht hin"| 4 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|Nous vous conseillons de plus venir dans notre établissement même si vous vous croyez italienne ou autre car chez nous des mots racial en allemand nous acceptons pas. C’est de la méchanceté gratuite. Bravo, je sais qui vous êtes. Nos clients n’apprécient pas le racisme.| 5 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|Pizzeria très sympa près du Père Lachaise! Service rapide et sympa :)| 5 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|"Une petite pizzeria authentique, la carte est sympathique et les pizzas succulentes.
La fille du patron, famille sicilienne, souriante, accueillante.
J'y retourne avec grand plaisir !"| 5 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|| 5 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|Très bien j ' aime beaucoup il y a très longtemps que je connais de plus très accueillant .| 3 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|| 5 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|| 2 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|| 5 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|19€ pour une pizza pleine d'eau qui m'est restésur le centre toute la nuit, même si a la crème de truffe le rapport qualité pris n'y est pas. Je pense qu'il est possible de trouver meilleur dans le quartier pour le même prix.| 5 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|| 5 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|| 5 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|La meilleure pizza que j’ai mangé dans toute la France| 5 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|Restaurant qui ne paie vraiment, mais alors, vraiment pas de mine, et pourtant ! On s'y régale, avec une petite mention spéciale pour la calzone ricotta. Toutes les pizzas que j'ai pu gouter étaient bonnes et les pâtes également... Bref : j'y vais souvent et je ne suis jamais déçu !| 5 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|"Très bonne pizza . Accueil très chaleureux. Ma famille et moi avons beaucoup aimé.
A refaire."| 5 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|Pizza et pâtes délicieuses accueil très très agréables et apparemment beaucoup d habitués.nous y retournerons| 5 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|"Mama mia,
Ne vous fiez surtout pas à sa devanture classique du bistro italien, ""que nenni"" ce qui vous attends à l'intérieur, dans vos assiettes, est tous simplement exceptionnel que dis-je le paradis pour vos papilles. le plateau de charcuterie avec la mozzarella un avant gout suivi des penne au truffes c'est tout simplement magique et mérite largement 5 étoiles gastronomiques et le dessert, tiramisu pistache, fait maison aussi. Pour couronner le tout vous êtes accueillis comme à la maison et c'est toujours très chaleureux, merci pour ce voyage en Sicile et à très bientôt"| 5 étoiles 
Pizza Clip|13bis Av. du Père Lachaise, 75020 Paris|Pizzeria familiale, des portions très généreuses et un accueil toujours chaleureux| 5 étoiles 
Pizza Hut|7 Av. Gambetta, 75020 Paris|J'ai fait une intoxication alimentaire après avoir commandé une marguerita chez eux. Ca fait actuellement 2 jours que je vomis et que j'ai la diarrhée, je vous conseil pas tellement ce fast food.| 1 étoile 
Pizza Hut|7 Av. Gambetta, 75020 Paris|Bonjour ymernam, nous vous remercions d'avoir pris le temps de partager votre avis avec nous. N'hésitez pas à nous en dire plus à propos de votre expérience en nous contactant à l'adresse service.consommateurs@pizzahut.fr. L'équipe Pizza Hut| 3 étoiles 
Pizza Hut|7 Av. Gambetta, 75020 Paris|| 5 étoiles 
Pizza Hut|7 Av. Gambetta, 75020 Paris|Bonjour Krystal King, nous vous remercions d'avoir partagé votre avis avec nous. A bientôt chez Pizza Hut!| 1 étoile 
Pizza Hut|7 Av. Gambetta, 75020 Paris|"Super accueil de TOUMANI, à presque 2h du matin, sa gentillesse et la qualité de son service méritent 5 étoiles, la pizza était excellente, l'attente ridicule de 10 min pour une heure aussi tardive, je le recommande, en espérant pour vous de croiser le sourire communicatif et bienveillant de TOUMANI.
Ps : il s'agit d'un réel commentaire, pizza hut n'a pas besoin de com pour se vendre ... A bon entendeur."| 1 étoile 
Pizza Hut|7 Av. Gambetta, 75020 Paris|Bonjour Adélaïde Monteiro, merci d'avoir partagé votre avis qui est précieux pour nous. La satisfaction client est notre priorité et c'est pourquoi nous sommes enchantés de prendre connaissance de votre avis positif que nous ne manquerons pas de partager avec les équipes. A bientôt chez Pizza Hut!| 1 étoile 
Pizza Hut|7 Av. Gambetta, 75020 Paris|"LA PIRE PIZZA QUE J’AI MANGÉ DE TOUTE MA VIE ! LE 0 N’EXISTE PAS DONC JE METS 1.
La pâte n’était absolument pas cuite la pizza dégoulinait de GRAS je ne sais pas pourquoi le fromage n’était absolument pas FRAIS.
J’ai eu mal au ventre pendant 2 jours suite à ma commande dans ce restaurant.
Je ne recommande pas du tout FUYEZ."| 2 étoiles 
Pizza Hut|7 Av. Gambetta, 75020 Paris|Bonjour melissa A, nous vous remercions d'avoir pris le temps de partager votre avis avec nous. N'hésitez pas à nous en dire plus à propos de votre expérience en nous contactant à l'adresse service.consommateurs@pizzahut.fr. L'équipe Pizza Hut| 5 étoiles 
Pizza Hut|7 Av. Gambetta, 75020 Paris|Dépose des publicités malgré le stop-pub, ce qui est illégal.| 1 étoile 
Pizza Hut|7 Av. Gambetta, 75020 Paris|Bonjour miggaz elquez, nous vous remercions d'avoir pris le temps de partager votre avis avec nous. N'hésitez pas à nous en dire plus à propos de votre expérience en nous contactant à l'adresse service.consommateurs@pizzahut.fr. L'équipe Pizza Hut| 4 étoiles 
Pizza Hut|7 Av. Gambetta, 75020 Paris|Première fois que je commande chez eux est très déçu j'ai commandé une pizza viande hachée la viande hachée et surgelés on a le coup du surgelé dans la bouche c'est écœurant la pâte ce n'est pas cuit du tout regardé la photo j'ai payé 20 € pour rien je suis déçu je n'ai même pas mangé| 1 étoile 
Pizza Hut|7 Av. Gambetta, 75020 Paris|Bonjour Rebelle Fille, merci de nous avoir fait part de votre avis. N'hésitez pas à nous en dire plus à propos de votre expérience en nous contactant à l'adresse service.consommateurs@pizzahut.fr. L'équipe Pizza Hut| 5 étoiles 
Pizza Hut|7 Av. Gambetta, 75020 Paris|| 1 étoile 
Pizza Hut|7 Av. Gambetta, 75020 Paris|Bonjour Chehrazade Sayem, merci d'avoir pris le temps de nous donner votre avis. Vous pouvez nous en dire plus à propos de votre expérience en nous contactant par mail à l'adresse service.consommateurs@pizzahut.fr. L'équipe Pizza Hut| 5 étoiles 
Pizza Hut|7 Av. Gambetta, 75020 Paris|Très bon Pizza chez pizza hut au 7  avenue boulevard Gambetta  à Paris et c'est ouvert jusqu'à 2h du matin . Merci Mr Coulibaly| 5 étoiles 
Pizza Hut|7 Av. Gambetta, 75020 Paris|Bonjour Issa SAMAKE, merci d'avoir pris le temps d'écrire un avis sur notre établissement. A bientôt chez Pizza Hut!| 4 étoiles 
Pizza Hut|7 Av. Gambetta, 75020 Paris|"(Traduit par Google) le pire service qu'ils n'ont pas de service client ils ne lisent même pas vos allergies vraiment vraiment le service le plus froid ne conseille pas d'acheter à partir d'ici

(Avis d'origine)
the worst service they have no client service they dont even read your allergies really really warst service wont advice to take buy from here"| 1 étoile 
Pizza Hut|7 Av. Gambetta, 75020 Paris|| 3 étoiles 
Pizza Hut|7 Av. Gambetta, 75020 Paris|Bonjour Malamine DIABIRA, nous vous remercions d'avoir pris le temps de partager votre avis avec nous. A bientôt, l'équipe Pizza Hut.| 5 étoiles 
Pizza Hut|7 Av. Gambetta, 75020 Paris|Commande passé à 19h24, toujours pas reçu à 20h30 alors que c’était prévu entre 19h50 et 20h00| 1 étoile 
